settlement,teaor,bin,count,generated_count,diff
Kápolnásnyék,63,1-4,5,6,1
Kápolnásnyék,66,1-4,16,20,4
Kápolnásnyék,68,1-4,14,17,3
Kápolnásnyék,69,1-4,11,14,3
Kápolnásnyék,70,1-4,13,16,3
Kápolnásnyék,74,1-4,17,21,4
Kápolnásnyék,81,1-4,9,11,2
Kápolnásnyék,82,1-4,17,21,4
Kápolnásnyék,85,1-4,13,16,3
Kápolnásnyék,86,1-4,12,15,3
Kápolnásnyék,90,1-4,15,19,4
Kápolnásnyék,93,1-4,8,10,2
Kápolnásnyék,95,1-4,6,8,2
Kápolnásnyék,96,1-4,31,39,8
Káptalanfa,1,1-4,10,12,2
Káptalanfa,47,1-4,7,9,2
Káptalantóti,1,1-4,13,16,3
Káptalantóti,41,1-4,5,6,1
Káptalantóti,43,1-4,20,25,5
Káptalantóti,55,1-4,6,8,2
Káptalantóti,90,1-4,6,8,2
Káva,1,1-4,5,6,1
Káva,43,1-4,7,9,2
Káva,96,1-4,7,9,2
Kék,1,1-4,28,35,7
Kék,43,1-4,7,9,2
Kék,56,1-4,5,6,1
Kékcse,1,1-4,15,19,4
Kékcse,1,5-9,6,8,2
Kékcse,41,1-4,5,6,1
Kékcse,45,1-4,5,6,1
Kékcse,47,1-4,5,6,1
Kéleshalom,1,1-4,23,29,6
Kéleshalom,23,1-4,10,12,2
Kéleshalom,25,1-4,47,58,11
Kéleshalom,25,20-49,10,12,2
Kéleshalom,28,1-4,7,9,2
Kéleshalom,31,1-4,10,12,2
Kéleshalom,32,1-4,21,26,5
Kéleshalom,33,1-4,28,35,7
Kémes,1,1-4,10,12,2
Kémes,43,1-4,5,6,1
Kérsemjén,1,1-4,5,6,1
Kétegyháza,1,1-4,56,70,14
Kétegyháza,25,1-4,5,6,1
Kétegyháza,32,1-4,11,14,3
Kétegyháza,33,1-4,12,15,3
Kétegyháza,43,1-4,21,26,5
Kétegyháza,47,1-4,28,35,7
Kétegyháza,56,1-4,8,10,2
Kétegyháza,62,1-4,8,10,2
Kétegyháza,66,1-4,8,10,2
Kétegyháza,74,1-4,7,9,2
Kétegyháza,82,1-4,12,15,3
Kétegyháza,85,1-4,6,8,2
Kétegyháza,86,1-4,7,9,2
Kétegyháza,96,1-4,16,20,4
Kéthely,1,1-4,29,36,7
Kéthely,16,10-19,14,17,3
Kéthely,16,5-9,23,29,6
Kéthely,17,5-9,9,11,2
Kéthely,22,1-4,9,11,2
Kéthely,23,1-4,15,19,4
Kéthely,23,5-9,6,8,2
Kéthely,25,1-4,48,60,12
Kéthely,25,5-9,39,49,10
Kéthely,43,1-4,21,26,5
Kéthely,45,1-4,7,9,2
Kéthely,47,1-4,6,8,2
Kéthely,49,1-4,6,8,2
Kéthely,56,1-4,5,6,1
Kéthely,66,1-4,6,8,2
Kéthely,74,1-4,5,6,1
Kéthely,93,1-4,5,6,1
Kéthely,96,1-4,12,15,3
Kétpó,1,1-4,23,29,6
Kétpó,43,1-4,11,14,3
Kétsoprony,1,1-4,28,35,7
Kétsoprony,43,1-4,16,20,4
Kétsoprony,47,1-4,12,15,3
Kétsoprony,74,1-4,5,6,1
Kétsoprony,96,1-4,8,10,2
Kéty,1,1-4,6,8,2
Kéty,43,1-4,14,17,3
Kétújfalu,1,1-4,10,12,2
Kétújfalu,43,1-4,8,10,2
Kétújfalu,47,1-4,5,6,1
Kóka,1,1-4,29,36,7
Kóka,33,1-4,7,9,2
Kóka,41,1-4,10,12,2
Kóka,42,1-4,7,9,2
Kóka,43,1-4,70,87,17
Kóka,45,1-4,8,10,2
Kóka,47,1-4,28,35,7
Kóka,49,1-4,19,24,5
Kóka,53,1-4,8,10,2
Kóka,62,1-4,6,8,2
Kóka,66,1-4,8,10,2
Kóka,68,1-4,6,8,2
Kóka,69,1-4,19,24,5
Kóka,74,1-4,5,6,1
Kóka,81,1-4,9,11,2
Kóka,82,1-4,9,11,2
Kóka,86,1-4,6,8,2
Kóka,90,1-4,6,8,2
Kóka,96,1-4,23,29,6
Kóny,1,1-4,16,20,4
Kópháza,1,1-4,14,17,3
Kóspallag,2,1-4,7,9,2
Kóspallag,43,1-4,8,10,2
Kóspallag,49,1-4,5,6,1
Kóspallag,81,1-4,5,6,1
Kótaj,1,1-4,19,24,5
Kótaj,41,1-4,10,12,2
Kótaj,43,1-4,50,62,12
Kótaj,45,1-4,12,15,3
Kótaj,47,1-4,40,50,10
Kótaj,56,1-4,9,11,2
Kótaj,69,1-4,5,6,1
Kótaj,74,1-4,7,9,2
Kótaj,81,1-4,5,6,1
Kótaj,85,1-4,6,8,2
Kótaj,96,1-4,20,25,5
Kõröshegy,1,1-4,13,16,3
Kõröshegy,2,1-4,5,6,1
Kõröshegy,25,1-4,6,8,2
Kõröshegy,43,1-4,28,35,7
Kõröshegy,47,1-4,9,11,2
Kõröshegy,49,1-4,7,9,2
Kõröshegy,56,1-4,7,9,2
Kõröshegy,66,1-4,7,9,2
Kõröshegy,74,1-4,9,11,2
Kõröshegy,81,1-4,7,9,2
Kõröshegy,85,1-4,6,8,2
Kõröshegy,96,1-4,14,17,3
Kõröstetétlen,1,1-4,8,10,2
Kõröstetétlen,43,1-4,5,6,1
Kõszeg,1,1-4,30,37,7
Kõszegdoroszló,1,1-4,7,9,2
Kõszegpaty,1,1-4,5,6,1
Kõszegszerdahely,1,1-4,9,11,2
Kõszárhegy,1,1-4,5,6,1
Kõszárhegy,43,1-4,31,39,8
Kõszárhegy,45,1-4,13,16,3
Kõszárhegy,47,1-4,7,9,2
Kõszárhegy,62,1-4,6,8,2
Kõszárhegy,66,1-4,5,6,1
Kõszárhegy,70,1-4,5,6,1
Kõszárhegy,74,1-4,5,6,1
Kõszárhegy,85,1-4,5,6,1
Kõtelek,1,1-4,24,30,6
Kõtelek,41,1-4,5,6,1
Kõtelek,43,1-4,7,9,2
Kõtelek,47,1-4,9,11,2
Kõtelek,56,1-4,5,6,1
Kõvágószõlõs,28,1-4,6,8,2
Kõvágószõlõs,28,5-9,5,6,1
Kõvágószõlõs,32,1-4,13,16,3
Kõvágószõlõs,33,1-4,6,8,2
Kõvágószõlõs,43,1-4,15,19,4
Kõvágószõlõs,47,1-4,8,10,2
Kõvágószõlõs,85,1-4,7,9,2
Kõvágószõlõs,96,1-4,5,6,1
Kõvágótöttös,1,1-4,8,10,2
Kõvágóörs,1,1-4,9,11,2
Kõvágóörs,43,1-4,19,24,5
Kõvágóörs,47,1-4,5,6,1
Kõvágóörs,74,1-4,5,6,1
Kõvágóörs,96,1-4,5,6,1
Kökény,41,1-4,5,6,1
Kökény,43,1-4,12,15,3
Kökény,47,1-4,5,6,1
Kölcse,1,1-4,36,45,9
Kölcse,43,1-4,5,6,1
Kölcse,47,1-4,7,9,2
Kölcse,86,1-4,7,9,2
Kölcse,96,1-4,9,11,2
Kölesd,1,1-4,13,16,3
Kölesd,41,1-4,5,6,1
Kölesd,43,1-4,10,12,2
Kölesd,46,1-4,5,6,1
Kölesd,47,1-4,10,12,2
Kölesd,96,1-4,6,8,2
Kölked,1,1-4,9,11,2
Kölked,2,1-4,5,6,1
Kölked,23,5-9,7,9,2
Kölked,25,5-9,21,26,5
Kölked,43,1-4,10,12,2
Kömlõ,1,1-4,18,22,4
Kömlõ,41,1-4,6,8,2
Kömlõ,47,1-4,5,6,1
Kömpöc,1,1-4,64,80,16
Kömpöc,43,1-4,8,10,2
Kömpöc,45,1-4,5,6,1
Kömörõ,1,1-4,9,11,2
Kömörõ,23,1-4,7,9,2
Kömörõ,23,10-19,6,8,2
Kömörõ,25,1-4,21,26,5
Kömörõ,25,10-19,18,22,4
Kömörõ,31,1-4,9,11,2
Kömörõ,31,10-19,8,10,2
Kömörõ,32,1-4,15,19,4
Kömörõ,32,10-19,12,15,3
Kömörõ,33,1-4,13,16,3
Kömörõ,33,10-19,13,16,3
Körmend,1,1-4,29,36,7
Körmend,10,1-4,6,8,2
Körmend,2,1-4,8,10,2
Környe,1,1-4,25,31,6
Környe,41,1-4,10,12,2
Környe,43,1-4,52,65,13
Környe,43,5-9,5,6,1
Környe,45,1-4,18,22,4
Környe,46,1-4,10,12,2
Környe,47,1-4,35,44,9
Környe,49,1-4,13,16,3
Környe,52,1-4,5,6,1
Környe,56,1-4,6,8,2
Környe,62,1-4,6,8,2
Környe,66,1-4,12,15,3
Környe,68,1-4,12,15,3
Környe,69,1-4,20,25,5
Környe,70,1-4,11,14,3
Környe,74,1-4,15,19,4
Környe,81,1-4,5,6,1
Környe,82,1-4,12,15,3
Környe,85,1-4,11,14,3
Környe,86,1-4,7,9,2
Környe,93,1-4,5,6,1
Környe,95,1-4,6,8,2
Környe,96,1-4,23,29,6
Körösladány,1,1-4,61,76,15
Körösladány,22,1-4,28,35,7
Körösladány,22,5-9,7,9,2
Körösladány,22,50-249,11,14,3
Körösladány,23,1-4,46,57,11
Körösladány,23,20-49,6,8,2
Körösladány,23,5-9,8,10,2
Körösladány,25,1-4,316,393,77
Körösladány,25,20-49,31,39,8
Körösladány,25,5-9,52,65,13
Körösladány,25,50-249,26,32,6
Körösladány,26,1-4,39,49,10
Körösladány,26,5-9,8,10,2
Körösladány,26,50-249,6,8,2
Körösladány,27,1-4,18,22,4
Körösladány,28,1-4,55,68,13
Körösladány,28,20-49,12,15,3
Körösladány,28,5-9,11,14,3
Körösladány,28,50-249,12,15,3
Körösladány,29,1-4,7,9,2
Körösladány,30,1-4,5,6,1
Körösladány,31,1-4,111,138,27
Körösladány,31,20-49,9,11,2
Körösladány,31,5-9,6,8,2
Körösladány,32,1-4,260,323,63
Körösladány,32,20-49,14,17,3
Körösladány,32,5-9,18,22,4
Körösladány,32,50-249,5,6,1
Körösladány,33,1-4,298,371,73
Körösladány,33,20-49,15,19,4
Körösladány,33,5-9,12,15,3
Körösladány,33,50-249,11,14,3
Körösladány,43,1-4,28,35,7
Körösladány,45,1-4,7,9,2
Körösladány,47,1-4,23,29,6
Körösladány,49,1-4,6,8,2
Körösladány,56,1-4,7,9,2
Körösladány,62,1-4,5,6,1
Körösladány,74,1-4,7,9,2
Körösladány,85,1-4,7,9,2
Körösladány,86,1-4,9,11,2
Körösladány,96,1-4,24,30,6
Körösnagyharsány,1,1-4,12,15,3
Körösszakál,1,1-4,23,29,6
Körösszakál,43,1-4,5,6,1
Körösszakál,47,1-4,6,8,2
Körösszegapáti,1,1-4,26,32,6
Körösszegapáti,47,1-4,8,10,2
Köröstarcsa,1,1-4,44,55,11
Köröstarcsa,43,1-4,24,30,6
Köröstarcsa,47,1-4,14,17,3
Köröstarcsa,74,1-4,7,9,2
Köröstarcsa,96,1-4,6,8,2
Körösújfalu,1,1-4,12,15,3
Kötcse,1,1-4,9,11,2
Kötcse,43,1-4,8,10,2
Kötcse,47,1-4,5,6,1
Kötegyán,1,1-4,31,39,8
Kötegyán,1,5-9,6,8,2
Kötegyán,43,1-4,7,9,2
Kötegyán,47,1-4,7,9,2
Kövegy,1,1-4,17,21,4
Köveskál,1,1-4,6,8,2
Köveskál,43,1-4,6,8,2
Kübekháza,1,1-4,15,19,4
Kübekháza,25,1-4,17,21,4
Kübekháza,26,1-4,6,8,2
Kübekháza,28,1-4,5,6,1
Kübekháza,31,1-4,5,6,1
Kübekháza,32,1-4,15,19,4
Kübekháza,33,1-4,7,9,2
Kübekháza,43,1-4,10,12,2
Kübekháza,47,1-4,6,8,2
Külsõvat,43,1-4,5,6,1
Küngös,1,1-4,5,6,1
Küngös,43,1-4,8,10,2
Lad,1,1-4,11,14,3
Lad,43,1-4,11,14,3
Ladánybene,1,1-4,37,46,9
Ladánybene,25,50-249,16,20,4
Ladánybene,32,50-249,18,22,4
Ladánybene,33,50-249,7,9,2
Ladánybene,43,1-4,29,36,7
Ladánybene,45,1-4,6,8,2
Ladánybene,47,1-4,8,10,2
Ladánybene,49,1-4,8,10,2
Ladánybene,82,1-4,5,6,1
Ladánybene,96,1-4,6,8,2
Lajoskomárom,1,1-4,78,97,19
Lajoskomárom,43,1-4,13,16,3
Lajoskomárom,46,1-4,5,6,1
Lajoskomárom,47,1-4,16,20,4
Lajoskomárom,55,1-4,5,6,1
Lajoskomárom,69,1-4,7,9,2
Lajoskomárom,74,1-4,7,9,2
Lajoskomárom,96,1-4,12,15,3
Lajosmizse,1,1-4,362,450,88
Lajosmizse,1,5-9,7,9,2
Lajosmizse,10,1-4,9,11,2
Lajosmizse,14,1-4,5,6,1
Lajosmizse,16,1-4,7,9,2
Lajosmizse,2,1-4,12,15,3
Lajosmizse,41,1-4,14,17,3
Lajosmizse,41,5-9,6,8,2
Lajosmizse,42,1-4,6,8,2
Lajosmizse,43,1-4,123,153,30
Lajosmizse,43,5-9,9,11,2
Lajosmizse,45,1-4,37,46,9
Lajosmizse,46,1-4,26,32,6
Lajosmizse,46,5-9,5,6,1
Lajosmizse,47,1-4,80,99,19
Lajosmizse,47,5-9,13,16,3
Lajosmizse,49,1-4,22,27,5
Lajosmizse,49,10-19,5,6,1
Lajosmizse,49,5-9,9,11,2
Lajosmizse,53,1-4,5,6,1
Lajosmizse,56,1-4,29,36,7
Lajosmizse,56,5-9,8,10,2
Lajosmizse,59,1-4,5,6,1
Lajosmizse,62,1-4,14,17,3
Lajosmizse,66,1-4,18,22,4
Lajosmizse,68,1-4,21,26,5
Lajosmizse,69,1-4,20,25,5
Lajosmizse,70,1-4,8,10,2
Lajosmizse,74,1-4,29,36,7
Lajosmizse,77,1-4,8,10,2
Lajosmizse,81,1-4,11,14,3
Lajosmizse,82,1-4,14,17,3
Lajosmizse,85,1-4,20,25,5
Lajosmizse,86,1-4,14,17,3
Lajosmizse,90,1-4,9,11,2
Lajosmizse,93,1-4,14,17,3
Lajosmizse,95,1-4,11,14,3
Lajosmizse,96,1-4,76,95,19
Lak,1,1-4,5,6,1
Lak,47,1-4,5,6,1
Lakhegy,1,1-4,5,6,1
Lakitelek,1,1-4,54,67,13
Lakitelek,25,1-4,6,8,2
Lakitelek,33,1-4,6,8,2
Lakitelek,41,1-4,6,8,2
Lakitelek,43,1-4,60,75,15
Lakitelek,45,1-4,17,21,4
Lakitelek,47,1-4,44,55,11
Lakitelek,49,1-4,9,11,2
Lakitelek,56,1-4,13,16,3
Lakitelek,62,1-4,6,8,2
Lakitelek,66,1-4,7,9,2
Lakitelek,69,1-4,7,9,2
Lakitelek,70,1-4,8,10,2
Lakitelek,74,1-4,13,16,3
Lakitelek,81,1-4,10,12,2
Lakitelek,85,1-4,20,25,5
Lakitelek,86,1-4,9,11,2
Lakitelek,96,1-4,33,41,8
Lakócsa,1,1-4,7,9,2
Lakócsa,43,1-4,7,9,2
Lapáncsa,16,1-4,12,15,3
Lapáncsa,18,1-4,5,6,1
Lapáncsa,20,1-4,5,6,1
Laskod,1,1-4,14,17,3
Laskod,43,1-4,7,9,2
Legyesbénye,1,1-4,14,17,3
Legyesbénye,43,1-4,10,12,2
Lengyel,1,1-4,14,17,3
Lengyel,25,5-9,15,19,4
Lengyel,43,1-4,6,8,2
Lengyeltóti,1,1-4,38,47,9
Lengyeltóti,43,1-4,26,32,6
Lengyeltóti,45,1-4,8,10,2
Lengyeltóti,47,1-4,19,24,5
Lengyeltóti,47,5-9,6,8,2
Lengyeltóti,49,1-4,7,9,2
Lengyeltóti,56,1-4,11,14,3
Lengyeltóti,69,1-4,5,6,1
Lengyeltóti,85,1-4,9,11,2
Lengyeltóti,86,1-4,12,15,3
Lengyeltóti,90,1-4,7,9,2
Lengyeltóti,96,1-4,16,20,4
Lenti,1,1-4,28,35,7
Lenti,2,1-4,18,22,4
Lepsény,1,1-4,8,10,2
Lepsény,43,1-4,44,55,11
Lepsény,45,1-4,13,16,3
Lepsény,47,1-4,21,26,5
Lepsény,56,1-4,7,9,2
Lepsény,66,1-4,6,8,2
Lepsény,81,1-4,13,16,3
Lepsény,96,1-4,16,20,4
Lesencefalu,43,1-4,5,6,1
Lesenceistvánd,1,1-4,9,11,2
Lesenceistvánd,43,1-4,26,32,6
Lesenceistvánd,47,1-4,5,6,1
Lesencetomaj,1,1-4,9,11,2
Lesencetomaj,43,1-4,14,17,3
Lesencetomaj,47,1-4,6,8,2
Lesencetomaj,96,1-4,5,6,1
Letenye,1,1-4,23,29,6
Letkés,43,1-4,14,17,3
Letkés,47,1-4,5,6,1
Letkés,96,1-4,5,6,1
Levelek,1,1-4,55,68,13
Levelek,1,5-9,6,8,2
Levelek,43,1-4,27,34,7
Levelek,45,1-4,10,12,2
Levelek,47,1-4,27,34,7
Levelek,49,1-4,6,8,2
Levelek,56,1-4,5,6,1
Levelek,66,1-4,8,10,2
Levelek,74,1-4,6,8,2
Levelek,81,1-4,5,6,1
Levelek,96,1-4,20,25,5
Levél,1,1-4,7,9,2
Leányfalu,41,1-4,7,9,2
Leányfalu,43,1-4,38,47,9
Leányfalu,45,1-4,5,6,1
Leányfalu,46,1-4,13,16,3
Leányfalu,47,1-4,40,50,10
Leányfalu,53,1-4,5,6,1
Leányfalu,56,1-4,18,22,4
Leányfalu,58,1-4,5,6,1
Leányfalu,59,1-4,16,20,4
Leányfalu,62,1-4,21,26,5
Leányfalu,63,1-4,6,8,2
Leányfalu,66,1-4,9,11,2
Leányfalu,68,1-4,19,24,5
Leányfalu,69,1-4,11,14,3
Leányfalu,70,1-4,44,55,11
Leányfalu,73,1-4,6,8,2
Leányfalu,74,1-4,26,32,6
Leányfalu,81,1-4,12,15,3
Leányfalu,82,1-4,28,35,7
Leányfalu,85,1-4,29,36,7
Leányfalu,86,1-4,17,21,4
Leányfalu,90,1-4,37,46,9
Leányfalu,93,1-4,6,8,2
Leányfalu,95,1-4,5,6,1
Leányfalu,96,1-4,24,30,6
Leányvár,43,1-4,25,31,6
Leányvár,45,1-4,5,6,1
Leányvár,47,1-4,7,9,2
Leányvár,49,1-4,5,6,1
Leányvár,62,1-4,6,8,2
Leányvár,81,1-4,6,8,2
Leányvár,96,1-4,8,10,2
Lickóvadamos,1,1-4,5,6,1
Liget,1,1-4,6,8,2
Liget,25,1-4,6,8,2
Lippó,1,1-4,6,8,2
Lipót,1,1-4,5,6,1
Litka,1,1-4,6,8,2
Litér,41,1-4,7,9,2
Litér,43,1-4,45,56,11
Litér,45,1-4,6,8,2
Litér,46,1-4,5,6,1
Litér,47,1-4,15,19,4
Litér,66,1-4,7,9,2
Litér,69,1-4,8,10,2
Litér,70,1-4,5,6,1
Litér,81,1-4,11,14,3
Litér,82,1-4,6,8,2
Litér,85,1-4,6,8,2
Litér,86,1-4,7,9,2
Litér,90,1-4,5,6,1
Litér,96,1-4,16,20,4
Lothárd,47,1-4,5,6,1
Lovas,1,1-4,9,11,2
Lovas,25,1-4,13,16,3
Lovas,31,1-4,5,6,1
Lovas,43,1-4,5,6,1
Lovas,81,1-4,6,8,2
Lovas,85,1-4,5,6,1
Lovasberény,1,1-4,31,39,8
Lovasberény,41,1-4,11,14,3
Lovasberény,43,1-4,41,51,10
Lovasberény,46,1-4,8,10,2
Lovasberény,47,1-4,13,16,3
Lovasberény,56,1-4,9,11,2
Lovasberény,69,1-4,6,8,2
Lovasberény,74,1-4,5,6,1
Lovasberény,81,1-4,12,15,3
Lovasberény,86,1-4,5,6,1
Lovasberény,93,1-4,5,6,1
Lovasberény,96,1-4,21,26,5
Lovászhetény,43,1-4,7,9,2
Lovászpatona,1,1-4,7,9,2
Lovászpatona,25,5-9,5,6,1
Lovászpatona,43,1-4,9,11,2
Lovászpatona,47,1-4,5,6,1
Lucfalva,1,1-4,9,11,2
Ludas,47,1-4,6,8,2
Ludányhalászi,1,1-4,9,11,2
Ludányhalászi,22,5-9,5,6,1
Ludányhalászi,23,5-9,12,15,3
Ludányhalászi,25,5-9,18,22,4
Ludányhalászi,43,1-4,5,6,1
Lulla,1,1-4,9,11,2
Lulla,31,1-4,13,16,3
Lulla,32,1-4,23,29,6
Lulla,33,1-4,13,16,3
Lábatlan,1,1-4,10,12,2
Lábatlan,25,1-4,5,6,1
Lábatlan,41,1-4,5,6,1
Lábatlan,42,1-4,5,6,1
Lábatlan,43,1-4,47,58,11
Lábatlan,43,5-9,5,6,1
Lábatlan,45,1-4,6,8,2
Lábatlan,46,1-4,8,10,2
Lábatlan,47,1-4,32,40,8
Lábatlan,49,1-4,16,20,4
Lábatlan,55,1-4,5,6,1
Lábatlan,56,1-4,6,8,2
Lábatlan,62,1-4,7,9,2
Lábatlan,66,1-4,12,15,3
Lábatlan,68,1-4,9,11,2
Lábatlan,69,1-4,8,10,2
Lábatlan,70,1-4,5,6,1
Lábatlan,74,1-4,6,8,2
Lábatlan,81,1-4,13,16,3
Lábatlan,82,1-4,5,6,1
Lábatlan,86,1-4,11,14,3
Lábatlan,96,1-4,24,30,6
Lábod,1,1-4,8,10,2
Lábod,16,10-19,7,9,2
Lábod,2,1-4,12,15,3
Lábod,47,1-4,9,11,2
Lábod,49,1-4,6,8,2
Lábod,85,1-4,5,6,1
Lánycsók,1,1-4,11,14,3
Lánycsók,43,1-4,24,30,6
Lánycsók,47,1-4,8,10,2
Lánycsók,56,1-4,6,8,2
Lánycsók,96,1-4,9,11,2
Látrány,1,1-4,39,49,10
Látrány,43,1-4,27,34,7
Látrány,47,1-4,11,14,3
Látrány,81,1-4,7,9,2
Látrány,96,1-4,13,16,3
Lázi,1,1-4,8,10,2
Lébény,1,1-4,20,25,5
Létavértes,1,1-4,200,249,49
Létavértes,10,1-4,7,9,2
Létavértes,2,1-4,10,12,2
Létavértes,41,1-4,8,10,2
Létavértes,43,1-4,66,82,16
Létavértes,45,1-4,14,17,3
Létavértes,46,1-4,17,21,4
Létavértes,47,1-4,41,51,10
Létavértes,49,1-4,11,14,3
Létavértes,56,1-4,7,9,2
Létavértes,62,1-4,6,8,2
Létavértes,66,1-4,11,14,3
Létavértes,68,1-4,7,9,2
Létavértes,69,1-4,8,10,2
Létavértes,70,1-4,6,8,2
Létavértes,74,1-4,10,12,2
Létavértes,80,1-4,5,6,1
Létavértes,81,1-4,9,11,2
Létavértes,85,1-4,14,17,3
Létavértes,86,1-4,7,9,2
Létavértes,96,1-4,19,24,5
Lókút,43,1-4,6,8,2
Lónya,1,1-4,24,30,6
Lórév,1,1-4,5,6,1
Lõkösháza,1,1-4,26,32,6
Lõkösháza,43,1-4,7,9,2
Lõkösháza,47,1-4,9,11,2
Lõkösháza,96,1-4,9,11,2
Lõrinci,1,1-4,10,12,2
Lõrinci,25,50-249,6,8,2
Lõrinci,43,1-4,54,67,13
Lõrinci,45,1-4,14,17,3
Lõrinci,47,1-4,39,49,10
Lõrinci,49,1-4,9,11,2
Lõrinci,56,1-4,13,16,3
Lõrinci,62,1-4,9,11,2
Lõrinci,66,1-4,10,12,2
Lõrinci,69,1-4,9,11,2
Lõrinci,74,1-4,8,10,2
Lõrinci,81,1-4,8,10,2
Lõrinci,82,1-4,5,6,1
Lõrinci,85,1-4,10,12,2
Lõrinci,86,1-4,9,11,2
Lõrinci,96,1-4,29,36,7
Lövõ,1,1-4,28,35,7
Lövõpetri,1,1-4,22,27,5
Madaras,1,1-4,58,72,14
Madaras,43,1-4,14,17,3
Madaras,45,1-4,5,6,1
Madaras,47,1-4,19,24,5
Madocsa,1,1-4,23,29,6
Madocsa,22,1-4,15,19,4
Madocsa,23,1-4,15,19,4
Madocsa,25,1-4,43,54,11
Madocsa,26,1-4,5,6,1
Madocsa,27,1-4,7,9,2
Madocsa,43,1-4,19,24,5
Madocsa,47,1-4,8,10,2
Madocsa,70,1-4,5,6,1
Madocsa,96,1-4,9,11,2
Maglód,1,1-4,19,24,5
Maglód,14,1-4,7,9,2
Maglód,16,1-4,8,10,2
Maglód,18,1-4,6,8,2
Maglód,25,1-4,7,9,2
Maglód,31,1-4,7,9,2
Maglód,32,1-4,7,9,2
Maglód,33,1-4,15,19,4
Maglód,41,1-4,26,32,6
Maglód,43,1-4,196,244,48
Maglód,43,5-9,7,9,2
Maglód,45,1-4,38,47,9
Maglód,46,1-4,19,24,5
Maglód,47,1-4,89,111,22
Maglód,47,10-19,5,6,1
Maglód,47,5-9,7,9,2
Maglód,49,1-4,30,37,7
Maglód,52,1-4,10,12,2
Maglód,53,1-4,24,30,6
Maglód,56,1-4,16,20,4
Maglód,59,1-4,8,10,2
Maglód,62,1-4,57,71,14
Maglód,63,1-4,5,6,1
Maglód,66,1-4,25,31,6
Maglód,68,1-4,32,40,8
Maglód,69,1-4,56,70,14
Maglód,70,1-4,35,44,9
Maglód,73,1-4,13,16,3
Maglód,74,1-4,33,41,8
Maglód,77,1-4,10,12,2
Maglód,80,1-4,6,8,2
Maglód,81,1-4,23,29,6
Maglód,82,1-4,29,36,7
Maglód,85,1-4,35,44,9
Maglód,86,1-4,29,36,7
Maglód,90,1-4,23,29,6
Maglód,93,1-4,18,22,4
Maglód,95,1-4,10,12,2
Maglód,96,1-4,81,101,20
Magosliget,1,1-4,13,16,3
Magy,1,1-4,36,45,9
Magy,43,1-4,7,9,2
Magy,45,1-4,5,6,1
Magy,47,1-4,5,6,1
Magyaralmás,1,1-4,15,19,4
Magyaralmás,43,1-4,34,42,8
Magyaralmás,45,1-4,5,6,1
Magyaralmás,47,1-4,8,10,2
Magyaralmás,74,1-4,6,8,2
Magyaralmás,85,1-4,9,11,2
Magyaralmás,86,1-4,5,6,1
Magyaratád,1,1-4,6,8,2
Magyaratád,43,1-4,9,11,2
Magyaratád,96,1-4,5,6,1
Magyarbánhegyes,1,1-4,70,87,17
Magyarbánhegyes,47,1-4,10,12,2
Magyarbánhegyes,96,1-4,8,10,2
Magyarbóly,1,1-4,6,8,2
Magyarbóly,81,1-4,5,6,1
Magyarcsanád,1,1-4,27,34,7
Magyarcsanád,43,1-4,7,9,2
Magyarcsanád,47,1-4,8,10,2
Magyaregregy,1,1-4,6,8,2
Magyaregregy,43,1-4,6,8,2
Magyaregres,43,1-4,13,16,3
Magyaregres,47,1-4,6,8,2
Magyargencs,1,1-4,12,15,3
Magyargéc,43,1-4,5,6,1
Magyarhomorog,1,1-4,22,27,5
Magyarhomorog,43,1-4,8,10,2
Magyarkeresztúr,1,1-4,7,9,2
Magyarkeszi,1,1-4,18,22,4
Magyarkeszi,43,1-4,11,14,3
Magyarmecske,1,1-4,9,11,2
Magyarmecske,43,1-4,6,8,2
Magyarnándor,1,1-4,6,8,2
Magyarnándor,43,1-4,13,16,3
Magyarnándor,47,1-4,7,9,2
Magyarnándor,85,1-4,7,9,2
Magyarnándor,96,1-4,5,6,1
Magyarpolány,1,1-4,9,11,2
Magyarpolány,43,1-4,23,29,6
Magyarpolány,47,1-4,5,6,1
Magyarpolány,69,1-4,7,9,2
Magyarpolány,70,1-4,8,10,2
Magyarpolány,74,1-4,7,9,2
Magyarpolány,82,1-4,7,9,2
Magyarpolány,96,1-4,9,11,2
Magyarsarlós,1,1-4,8,10,2
Magyarszerdahely,2,1-4,5,6,1
Magyarszék,1,1-4,5,6,1
Magyarszék,16,1-4,11,14,3
Magyarszék,18,1-4,6,8,2
Magyarszék,43,1-4,27,34,7
Magyarszék,47,1-4,8,10,2
Magyarszék,49,1-4,6,8,2
Magyarszék,96,1-4,6,8,2
Majosháza,1,1-4,9,11,2
Majosháza,43,1-4,30,37,7
Majosháza,47,1-4,11,14,3
Majosháza,68,1-4,5,6,1
Majosháza,70,1-4,6,8,2
Majosháza,74,1-4,9,11,2
Majosháza,96,1-4,10,12,2
Majs,1,1-4,7,9,2
Majs,31,1-4,10,12,2
Majs,31,5-9,8,10,2
Majs,32,1-4,11,14,3
Majs,32,5-9,6,8,2
Majs,33,1-4,14,17,3
Majs,33,5-9,13,16,3
Majs,43,1-4,9,11,2
Majs,47,1-4,8,10,2
Majs,96,1-4,5,6,1
Makkoshotyka,2,1-4,7,9,2
Makkoshotyka,43,1-4,7,9,2
